ts,bayId,T,RH,soil_theta,PPFD,CO2,ext_T,irrigation_liters,pump_on
2025-08-28 02:10:00,A1,25.22,72.17,0.2944,-5.5,393.9,29.74,0.0,0
2025-08-28 02:20:00,A1,25.52,68.65,0.2937,-18.1,396.0,29.48,0.0,0
2025-08-28 02:30:00,A1,24.93,67.68,0.2934,-66.2,396.1,29.22,0.0,0
2025-08-28 02:40:00,A1,25.25,69.28,0.2929,26.9,382.2,28.96,0.0,0
2025-08-28 02:50:00,A1,24.9,72.88,0.2919,38.2,387.8,28.7,0.0,0
2025-08-28 03:00:00,A1,25.07,69.31,0.291,19.5,399.6,28.45,0.0,0
2025-08-28 03:10:00,A1,23.89,69.46,0.2905,-34.1,397.2,28.2,0.0,0
2025-08-28 03:20:00,A1,23.79,70.53,0.2904,-6.0,379.1,27.95,0.0,0
2025-08-28 03:30:00,A1,23.12,69.99,0.2898,-0.2,393.1,27.7,0.0,0
2025-08-28 03:40:00,A1,23.2,72.53,0.2888,18.0,374.6,27.46,0.0,0
2025-08-28 03:50:00,A1,23.46,75.9,0.2875,20.1,391.1,27.23,0.0,0
2025-08-28 04:00:00,A1,23.45,73.64,0.2861,-22.0,406.2,27.0,0.0,0
2025-08-28 04:10:00,A1,22.22,72.8,0.2857,2.5,383.8,26.78,0.0,0
2025-08-28 04:20:00,A1,23.08,73.01,0.2853,13.7,385.1,26.56,0.0,0
2025-08-28 04:30:00,A1,23.16,70.73,0.2848,43.7,398.4,26.35,0.0,0
2025-08-28 04:40:00,A1,22.39,75.86,0.2841,21.1,380.5,26.14,0.0,0
2025-08-28 04:50:00,A1,23.07,74.15,0.284,23.7,388.3,25.95,0.0,0
2025-08-28 05:00:00,A1,21.29,74.13,0.2831,2.5,398.8,25.76,0.0,0
2025-08-28 05:10:00,A1,20.83,81.03,0.2829,42.3,389.6,25.58,0.0,0
2025-08-28 05:20:00,A1,20.34,75.37,0.2823,12.3,393.5,25.4,0.0,0
2025-08-28 05:30:00,A1,22.14,73.37,0.2813,-25.8,402.2,25.24,0.0,0
2025-08-28 05:40:00,A1,21.48,74.09,0.2809,42.1,400.4,25.09,0.0,0
2025-08-28 05:50:00,A1,20.91,77.28,0.2805,20.9,400.0,24.94,0.0,0
2025-08-28 06:00:00,A1,20.97,75.23,0.28,-13.3,396.1,24.8,0.0,0
2025-08-28 06:10:00,A1,20.0,72.11,0.2875,29.2,402.7,24.68,0.8,1
2025-08-28 06:20:00,A1,22.03,76.78,0.2867,96.1,399.7,24.56,0.0,0
2025-08-28 06:30:00,A1,20.53,73.54,0.2872,144.4,405.4,24.46,0.0,0
2025-08-28 06:40:00,A1,20.43,78.52,0.287,179.6,398.8,24.36,0.0,0
2025-08-28 06:50:00,A1,20.71,76.8,0.2866,225.8,402.4,24.28,0.0,0
2025-08-28 07:00:00,A1,20.49,73.59,0.2859,309.8,397.1,24.2,0.0,0
2025-08-28 07:10:00,A1,20.28,76.87,0.2856,332.9,405.9,24.14,0.0,0
2025-08-28 07:20:00,A1,19.62,74.23,0.285,347.7,400.8,24.09,0.0,0
2025-08-28 07:30:00,A1,20.33,75.56,0.2842,410.9,399.6,24.05,0.0,0
2025-08-28 07:40:00,A1,21.15,74.56,0.2831,391.6,411.8,24.02,0.0,0
2025-08-28 07:50:00,A1,20.81,71.61,0.2821,473.7,412.7,24.01,0.0,0
2025-08-28 08:00:00,A1,20.96,71.7,0.2983,554.3,418.5,24.0,1.869,1
2025-08-28 08:10:00,A1,19.7,74.71,0.2981,530.8,410.1,24.01,0.0,0
2025-08-28 08:20:00,A1,19.43,71.62,0.2972,548.1,418.1,24.02,0.0,0
2025-08-28 08:30:00,A1,19.98,71.09,0.2957,589.2,420.5,24.05,0.0,0
2025-08-28 08:40:00,A1,20.12,69.58,0.2947,610.1,420.9,24.09,0.0,0
2025-08-28 08:50:00,A1,20.8,71.91,0.2931,652.0,412.1,24.14,0.0,0
2025-08-28 09:00:00,A1,19.19,74.73,0.2923,696.0,421.2,24.2,0.0,0
2025-08-28 09:10:00,A1,21.2,68.0,0.2914,695.1,424.2,24.28,0.0,0
2025-08-28 09:20:00,A1,20.27,69.69,0.2908,766.5,422.7,24.36,0.0,0
2025-08-28 09:30:00,A1,20.2,71.96,0.2893,820.4,407.2,24.46,0.0,0
2025-08-28 09:40:00,A1,19.95,68.44,0.2882,791.9,426.5,24.56,0.0,0
2025-08-28 09:50:00,A1,19.69,68.96,0.2864,889.0,444.2,24.68,0.0,0
2025-08-28 10:00:00,A1,21.3,65.38,0.2855,881.3,424.9,24.8,0.0,0
2025-08-28 10:10:00,A1,20.98,67.78,0.2845,917.9,423.2,24.94,0.0,0
2025-08-28 10:20:00,A1,20.31,65.96,0.2836,886.6,433.2,25.09,0.0,0
2025-08-28 10:30:00,A1,20.46,67.71,0.2824,949.5,434.0,25.24,0.0,0
2025-08-28 10:40:00,A1,21.2,67.51,0.2814,906.9,442.2,25.4,0.0,0
2025-08-28 10:50:00,A1,22.58,69.69,0.2808,980.4,423.8,25.58,0.0,0
2025-08-28 11:00:00,A1,21.6,65.04,0.2953,971.1,440.9,25.76,1.594,1
2025-08-28 11:10:00,A1,21.04,63.9,0.2936,992.9,440.8,25.95,0.0,0
2025-08-28 11:20:00,A1,22.0,62.99,0.2923,949.5,436.1,26.14,0.0,0
2025-08-28 11:30:00,A1,22.18,61.25,0.2915,964.6,441.0,26.35,0.0,0
2025-08-28 11:40:00,A1,20.94,61.98,0.2901,1014.1,447.5,26.56,0.0,0
2025-08-28 11:50:00,A1,22.74,60.06,0.2886,970.6,447.2,26.78,0.0,0
2025-08-28 12:00:00,A1,22.86,60.34,0.2869,1013.9,432.1,27.0,0.0,0
2025-08-28 12:10:00,A1,23.65,61.98,0.2852,958.0,448.7,27.23,0.0,0
2025-08-28 12:20:00,A1,24.57,56.68,0.2838,1021.6,442.5,27.46,0.0,0
2025-08-28 12:30:00,A1,24.38,60.32,0.2815,954.5,444.4,27.7,0.0,0
2025-08-28 12:40:00,A1,23.79,60.03,0.2807,1001.4,445.2,27.95,0.0,0
2025-08-28 12:50:00,A1,23.53,56.52,0.2886,995.1,444.1,28.2,0.971,1
2025-08-28 13:00:00,A1,25.99,51.87,0.2873,945.0,455.5,28.45,0.0,0
2025-08-28 13:10:00,A1,24.74,54.27,0.2861,971.2,445.9,28.7,0.0,0
2025-08-28 13:20:00,A1,24.97,57.46,0.2847,947.5,438.2,28.96,0.0,0
2025-08-28 13:30:00,A1,25.2,54.21,0.2827,907.7,444.6,29.22,0.0,0
2025-08-28 13:40:00,A1,25.6,51.66,0.2812,876.1,449.6,29.48,0.0,0
2025-08-28 13:50:00,A1,25.65,52.06,0.2993,828.1,458.4,29.74,2.018,1
2025-08-28 14:00:00,A1,25.66,54.18,0.2976,876.5,453.8,30.0,0.0,0
2025-08-28 14:10:00,A1,25.93,53.03,0.2961,796.4,442.5,30.26,0.0,0
2025-08-28 14:20:00,A1,26.5,50.92,0.2941,822.0,469.4,30.52,0.0,0
2025-08-28 14:30:00,A1,26.46,50.13,0.2929,785.4,451.9,30.78,0.0,0
2025-08-28 14:40:00,A1,26.61,49.57,0.2913,786.4,460.1,31.04,0.0,0
2025-08-28 14:50:00,A1,27.36,48.02,0.2886,728.2,448.8,31.3,0.0,0
2025-08-28 15:00:00,A1,27.4,52.62,0.2875,697.2,454.3,31.55,0.0,0
2025-08-28 15:10:00,A1,28.71,48.3,0.2859,697.5,456.7,31.8,0.0,0
2025-08-28 15:20:00,A1,26.46,50.94,0.2851,652.8,459.6,32.05,0.0,0
2025-08-28 15:30:00,A1,28.95,51.14,0.283,618.2,458.2,32.3,0.0,0
2025-08-28 15:40:00,A1,29.28,49.71,0.3015,587.7,456.5,32.54,2.164,1
2025-08-28 15:50:00,A1,27.53,46.49,0.2993,491.2,446.8,32.77,0.0,0
2025-08-28 16:00:00,A1,28.79,47.82,0.2973,522.7,444.4,33.0,0.0,0
2025-08-28 16:10:00,A1,29.0,46.65,0.2973,480.1,451.3,33.22,0.0,0
2025-08-28 16:20:00,A1,28.6,44.6,0.2958,392.1,455.7,33.44,0.0,0
2025-08-28 16:30:00,A1,29.19,46.79,0.2949,375.4,445.9,33.65,0.0,0
2025-08-28 16:40:00,A1,29.19,43.55,0.2933,340.8,455.7,33.86,0.0,0
2025-08-28 16:50:00,A1,31.1,48.07,0.2909,296.7,458.2,34.05,0.0,0
2025-08-28 17:00:00,A1,30.8,44.58,0.2895,268.8,438.7,34.24,0.0,0
2025-08-28 17:10:00,A1,31.19,45.76,0.288,259.4,438.6,34.42,0.0,0
2025-08-28 17:20:00,A1,31.03,45.79,0.2865,206.1,443.5,34.6,0.0,0
2025-08-28 17:30:00,A1,30.08,44.61,0.2854,91.2,446.3,34.76,0.0,0
2025-08-28 17:40:00,A1,30.6,46.23,0.2844,105.8,438.8,34.91,0.0,0
2025-08-28 17:50:00,A1,31.35,44.06,0.2832,83.5,452.9,35.06,0.0,0
2025-08-28 18:00:00,A1,30.46,46.74,0.2815,11.6,444.6,35.2,0.0,0
2025-08-28 18:10:00,A1,31.75,42.32,0.2807,32.7,440.6,35.32,0.0,0
2025-08-28 18:20:00,A1,31.29,45.31,0.2907,60.4,427.8,35.44,1.213,1
2025-08-28 18:30:00,A1,31.32,49.01,0.2899,30.7,427.7,35.54,0.0,0
2025-08-28 18:40:00,A1,32.06,43.23,0.2887,7.5,439.5,35.64,0.0,0
2025-08-28 18:50:00,A1,31.99,44.0,0.2869,31.4,419.1,35.72,0.0,0
2025-08-28 19:00:00,A1,31.58,46.54,0.2855,4.3,443.1,35.8,0.0,0
2025-08-28 19:10:00,A1,32.55,46.05,0.2843,0.7,432.6,35.86,0.0,0
2025-08-28 19:20:00,A1,31.26,46.61,0.2824,-10.5,458.6,35.91,0.0,0
2025-08-28 19:30:00,A1,32.32,47.12,0.2809,46.9,449.9,35.95,0.0,0
2025-08-28 19:40:00,A1,32.33,47.67,0.2802,-24.6,428.8,35.98,0.0,0
2025-08-28 19:50:00,A1,31.81,48.91,0.2961,46.0,428.2,35.99,1.627,1
2025-08-28 20:00:00,A1,32.2,47.83,0.2947,15.0,435.7,36.0,0.0,0
2025-08-28 20:10:00,A1,31.24,46.87,0.2941,-42.0,440.1,35.99,0.0,0
2025-08-28 20:20:00,A1,32.53,49.06,0.2925,11.0,412.1,35.98,0.0,0
2025-08-28 20:30:00,A1,31.84,51.9,0.2917,-63.0,409.6,35.95,0.0,0
2025-08-28 20:40:00,A1,31.6,48.24,0.2905,18.8,417.6,35.91,0.0,0
2025-08-28 20:50:00,A1,32.49,46.99,0.29,26.6,426.0,35.86,0.0,0
2025-08-28 21:00:00,A1,31.37,51.61,0.2885,-17.8,424.0,35.8,0.0,0
2025-08-28 21:10:00,A1,30.88,49.63,0.2878,3.7,427.2,35.72,0.0,0
2025-08-28 21:20:00,A1,30.7,46.01,0.2866,58.6,407.8,35.64,0.0,0
2025-08-28 21:30:00,A1,31.91,52.56,0.2855,-15.2,397.6,35.54,0.0,0
2025-08-28 21:40:00,A1,30.67,50.33,0.2844,-31.8,421.7,35.44,0.0,0
2025-08-28 21:50:00,A1,32.37,51.76,0.2828,44.4,406.9,35.32,0.0,0
2025-08-28 22:00:00,A1,29.95,53.16,0.2817,58.9,396.1,35.2,0.0,0
2025-08-28 22:10:00,A1,32.08,53.45,0.2806,0.1,412.1,35.06,0.0,0
2025-08-28 22:20:00,A1,31.04,55.08,0.2797,30.3,416.1,34.91,0.0,0
2025-08-28 22:30:00,A1,30.7,53.39,0.2959,40.2,407.5,34.76,1.818,1
2025-08-28 22:40:00,A1,30.27,55.9,0.2951,-22.3,403.7,34.6,0.0,0
2025-08-28 22:50:00,A1,30.66,54.97,0.2939,-14.6,404.9,34.42,0.0,0
2025-08-28 23:00:00,A1,30.22,57.6,0.2929,36.9,402.0,34.24,0.0,0
2025-08-28 23:10:00,A1,30.72,57.98,0.2919,50.6,393.1,34.05,0.0,0
2025-08-28 23:20:00,A1,29.93,55.52,0.2916,16.9,397.1,33.86,0.0,0
2025-08-28 23:30:00,A1,29.74,60.21,0.2902,-26.4,405.9,33.65,0.0,0
2025-08-28 23:40:00,A1,29.22,57.62,0.289,59.6,403.3,33.44,0.0,0
2025-08-28 23:50:00,A1,29.19,60.96,0.2876,-15.9,401.1,33.22,0.0,0
2025-08-29 00:00:00,A1,29.18,60.73,0.2859,-10.1,390.8,33.0,0.0,0
2025-08-29 00:10:00,A1,27.74,64.33,0.2851,10.3,396.4,32.77,0.0,0
2025-08-29 00:20:00,A1,27.73,60.86,0.285,46.6,379.6,32.54,0.0,0
2025-08-29 00:30:00,A1,28.74,61.26,0.2839,25.6,397.6,32.3,0.0,0
2025-08-29 00:40:00,A1,28.15,62.57,0.2825,12.4,406.9,32.05,0.0,0
2025-08-29 00:50:00,A1,27.69,62.64,0.2817,13.9,382.9,31.8,0.0,0
2025-08-29 01:00:00,A1,27.56,65.48,0.2811,1.3,389.3,31.55,0.0,0
2025-08-29 01:10:00,A1,27.51,61.28,0.2801,16.7,396.0,31.3,0.0,0
2025-08-29 01:20:00,A1,26.72,63.02,0.2872,-75.9,402.8,31.04,0.717,1
2025-08-29 01:30:00,A1,26.32,63.6,0.2865,-8.9,388.7,30.78,0.0,0
2025-08-29 01:40:00,A1,26.64,68.24,0.2858,7.2,386.3,30.52,0.0,0
2025-08-29 01:50:00,A1,25.67,70.35,0.285,-34.5,375.6,30.26,0.0,0
2025-08-29 02:00:00,A1,26.24,67.29,0.2835,11.6,391.8,30.0,0.0,0
2025-08-29 02:10:00,A1,24.72,67.72,0.2839,-6.1,407.0,29.74,0.0,0
2025-08-29 02:20:00,A1,26.09,68.74,0.2829,52.7,392.7,29.48,0.0,0
2025-08-29 02:30:00,A1,25.5,71.46,0.2821,47.2,390.1,29.22,0.0,0
2025-08-29 02:40:00,A1,25.11,67.79,0.2816,-14.0,392.7,28.96,0.0,0
2025-08-29 02:50:00,A1,25.29,70.61,0.2805,-4.5,389.9,28.7,0.0,0
2025-08-29 03:00:00,A1,25.45,72.56,0.2884,-2.2,383.5,28.45,0.875,1
2025-08-29 03:10:00,A1,24.8,72.06,0.2873,-13.5,396.6,28.2,0.0,0
2025-08-29 03:20:00,A1,22.84,71.87,0.2868,5.9,391.9,27.95,0.0,0
2025-08-29 03:30:00,A1,22.94,73.9,0.286,-22.7,390.4,27.7,0.0,0
2025-08-29 03:40:00,A1,23.09,66.88,0.2854,-33.9,382.7,27.46,0.0,0
2025-08-29 03:50:00,A1,23.25,74.01,0.2841,18.7,401.1,27.23,0.0,0
2025-08-29 04:00:00,A1,23.31,71.68,0.283,18.9,396.3,27.0,0.0,0
2025-08-29 04:10:00,A1,22.34,69.64,0.2816,-24.1,387.0,26.78,0.0,0
2025-08-29 04:20:00,A1,22.67,74.62,0.2805,26.9,399.8,26.56,0.0,0
2025-08-29 04:30:00,A1,21.89,76.61,0.2786,-18.9,388.3,26.35,0.0,0
2025-08-29 04:40:00,A1,21.78,73.82,0.2856,7.6,386.6,26.14,0.784,1
2025-08-29 04:50:00,A1,21.1,76.21,0.285,24.6,387.3,25.95,0.0,0
2025-08-29 05:00:00,A1,21.2,77.71,0.2841,-1.0,379.9,25.76,0.0,0
2025-08-29 05:10:00,A1,20.77,77.27,0.285,13.6,398.5,25.58,0.0,0
2025-08-29 05:20:00,A1,20.82,78.05,0.2851,-15.5,380.8,25.4,0.0,0
2025-08-29 05:30:00,A1,21.87,76.36,0.2838,-5.9,386.4,25.24,0.0,0
2025-08-29 05:40:00,A1,20.52,75.09,0.2833,-6.2,380.4,25.09,0.0,0
2025-08-29 05:50:00,A1,22.52,71.78,0.2823,-22.4,397.2,24.94,0.0,0
2025-08-29 06:00:00,A1,21.1,74.51,0.2811,-5.3,397.6,24.8,0.0,0
2025-08-29 06:10:00,A1,20.79,73.3,0.3042,-2.8,397.1,24.68,2.44,1
2025-08-29 06:20:00,A1,20.05,79.28,0.3038,72.4,392.4,24.56,0.0,0
2025-08-29 06:30:00,A1,20.88,74.52,0.3028,122.0,392.4,24.46,0.0,0
2025-08-29 06:40:00,A1,20.02,75.02,0.3025,166.0,406.5,24.36,0.0,0
2025-08-29 06:50:00,A1,20.35,75.75,0.3023,209.2,399.5,24.28,0.0,0
2025-08-29 07:00:00,A1,21.74,74.58,0.3021,257.0,407.5,24.2,0.0,0
2025-08-29 07:10:00,A1,20.08,77.7,0.3009,315.1,399.1,24.14,0.0,0
2025-08-29 07:20:00,A1,20.78,72.85,0.3003,368.3,408.8,24.09,0.0,0
2025-08-29 07:30:00,A1,19.63,74.25,0.2998,363.2,418.9,24.05,0.0,0
2025-08-29 07:40:00,A1,20.0,72.11,0.2987,386.5,414.4,24.02,0.0,0
2025-08-29 07:50:00,A1,21.07,70.67,0.2974,430.5,407.7,24.01,0.0,0
2025-08-29 08:00:00,A1,19.62,71.77,0.2973,485.4,414.3,24.0,0.0,0
2025-08-29 08:10:00,A1,21.09,72.58,0.2965,526.7,411.6,24.01,0.0,0
2025-08-29 08:20:00,A1,20.45,71.43,0.2958,550.5,414.9,24.02,0.0,0
2025-08-29 08:30:00,A1,19.71,70.52,0.2945,569.9,413.5,24.05,0.0,0
2025-08-29 08:40:00,A1,20.47,68.68,0.2929,629.1,416.1,24.09,0.0,0
2025-08-29 08:50:00,A1,20.73,70.89,0.2915,681.0,420.4,24.14,0.0,0
2025-08-29 09:00:00,A1,20.58,67.6,0.2904,725.0,412.1,24.2,0.0,0
2025-08-29 09:10:00,A1,19.34,71.65,0.2888,720.6,413.2,24.28,0.0,0
2025-08-29 09:20:00,A1,19.93,69.81,0.2878,753.7,411.5,24.36,0.0,0
2025-08-29 09:30:00,A1,20.31,66.22,0.2858,765.6,411.1,24.46,0.0,0
2025-08-29 09:40:00,A1,20.52,67.99,0.2841,818.2,415.5,24.56,0.0,0
2025-08-29 09:50:00,A1,21.05,66.56,0.2833,817.9,427.8,24.68,0.0,0
2025-08-29 10:00:00,A1,20.91,68.14,0.2824,883.2,420.6,24.8,0.0,0
2025-08-29 10:10:00,A1,20.14,69.61,0.2811,833.4,433.1,24.94,0.0,0
2025-08-29 10:20:00,A1,21.31,62.59,0.2874,895.5,430.5,25.09,0.803,1
2025-08-29 10:30:00,A1,21.61,65.97,0.2864,932.9,415.7,25.24,0.0,0
2025-08-29 10:40:00,A1,21.74,64.81,0.2856,945.2,437.9,25.4,0.0,0
2025-08-29 10:50:00,A1,22.22,65.85,0.2839,1034.5,440.3,25.58,0.0,0
2025-08-29 11:00:00,A1,22.26,64.31,0.282,976.4,427.0,25.76,0.0,0
2025-08-29 11:10:00,A1,22.22,61.74,0.2808,946.2,439.5,25.95,0.0,0
2025-08-29 11:20:00,A1,22.1,61.97,0.3037,981.9,430.4,26.14,2.472,1
2025-08-29 11:30:00,A1,21.35,60.37,0.3022,938.2,439.0,26.35,0.0,0
2025-08-29 11:40:00,A1,22.82,63.46,0.3015,993.8,429.2,26.56,0.0,0
2025-08-29 11:50:00,A1,22.9,60.7,0.3005,974.1,425.9,26.78,0.0,0
2025-08-29 12:00:00,A1,23.16,63.8,0.2991,1027.5,438.2,27.0,0.0,0
2025-08-29 12:10:00,A1,22.46,59.22,0.297,982.6,441.1,27.23,0.0,0
2025-08-29 12:20:00,A1,22.82,57.28,0.2957,992.7,439.8,27.46,0.0,0
2025-08-29 12:30:00,A1,24.34,55.01,0.2947,972.4,434.3,27.7,0.0,0
2025-08-29 12:40:00,A1,23.92,53.79,0.293,1037.0,441.4,27.95,0.0,0
2025-08-29 12:50:00,A1,24.6,53.59,0.2921,966.7,447.5,28.2,0.0,0
2025-08-29 13:00:00,A1,24.46,56.65,0.2912,1020.9,445.6,28.45,0.0,0
2025-08-29 13:10:00,A1,24.72,56.51,0.2905,978.1,448.1,28.7,0.0,0
2025-08-29 13:20:00,A1,25.52,51.71,0.289,954.2,441.8,28.96,0.0,0
2025-08-29 13:30:00,A1,24.91,56.05,0.2878,934.9,457.1,29.22,0.0,0
2025-08-29 13:40:00,A1,25.53,52.69,0.2869,918.1,438.8,29.48,0.0,0
2025-08-29 13:50:00,A1,25.46,53.37,0.2856,829.2,452.5,29.74,0.0,0
2025-08-29 14:00:00,A1,25.74,55.72,0.2838,857.7,458.4,30.0,0.0,0
2025-08-29 14:10:00,A1,26.08,53.73,0.282,868.7,453.1,30.26,0.0,0
2025-08-29 14:20:00,A1,26.66,50.86,0.2806,817.7,447.9,30.52,0.0,0
2025-08-29 14:30:00,A1,26.5,49.09,0.2838,751.2,445.5,30.78,0.536,1
2025-08-29 14:40:00,A1,27.8,46.05,0.2821,764.5,458.2,31.04,0.0,0
2025-08-29 14:50:00,A1,26.76,48.43,0.2811,788.4,438.6,31.3,0.0,0
2025-08-29 15:00:00,A1,27.44,48.97,0.2967,744.5,442.2,31.55,1.827,1
2025-08-29 15:10:00,A1,27.54,46.97,0.295,673.7,446.8,31.8,0.0,0
2025-08-29 15:20:00,A1,28.92,48.25,0.2937,671.3,459.8,32.05,0.0,0
2025-08-29 15:30:00,A1,28.41,48.25,0.2922,597.8,452.8,32.3,0.0,0
2025-08-29 15:40:00,A1,29.15,47.26,0.2913,522.5,441.8,32.54,0.0,0
2025-08-29 15:50:00,A1,27.88,46.05,0.2904,509.6,446.8,32.77,0.0,0
2025-08-29 16:00:00,A1,29.16,47.35,0.2882,546.9,444.1,33.0,0.0,0
2025-08-29 16:10:00,A1,29.76,47.58,0.2871,453.5,442.9,33.22,0.0,0
2025-08-29 16:20:00,A1,29.49,44.22,0.2856,415.3,456.0,33.44,0.0,0
2025-08-29 16:30:00,A1,30.29,48.96,0.2842,373.7,436.7,33.65,0.0,0
2025-08-29 16:40:00,A1,29.55,45.71,0.2825,399.1,460.1,33.86,0.0,0
2025-08-29 16:50:00,A1,30.9,45.73,0.282,349.5,453.2,34.05,0.0,0
2025-08-29 17:00:00,A1,31.62,46.93,0.2811,325.4,454.7,34.24,0.0,0
2025-08-29 17:10:00,A1,30.21,45.82,0.2884,211.7,441.6,34.42,0.89,1
2025-08-29 17:20:00,A1,30.33,47.13,0.2865,182.5,443.4,34.6,0.0,0
2025-08-29 17:30:00,A1,31.63,45.7,0.2855,85.0,432.3,34.76,0.0,0
2025-08-29 17:40:00,A1,31.86,43.83,0.2849,131.5,438.8,34.91,0.0,0
2025-08-29 17:50:00,A1,30.75,45.74,0.2843,8.6,446.1,35.06,0.0,0
2025-08-29 18:00:00,A1,30.94,42.71,0.2837,6.5,451.6,35.2,0.0,0
2025-08-29 18:10:00,A1,31.15,45.23,0.2828,-32.9,431.4,35.32,0.0,0
2025-08-29 18:20:00,A1,30.63,44.99,0.2811,-17.7,436.4,35.44,0.0,0
2025-08-29 18:30:00,A1,30.99,44.71,0.28,-25.1,437.1,35.54,0.0,0
2025-08-29 18:40:00,A1,31.04,44.97,0.2795,-18.2,426.0,35.64,0.0,0
2025-08-29 18:50:00,A1,31.26,41.59,0.302,-16.2,440.8,35.72,2.403,1
2025-08-29 19:00:00,A1,31.77,44.41,0.3008,-16.4,429.2,35.8,0.0,0
2025-08-29 19:10:00,A1,32.0,45.88,0.3001,25.0,432.3,35.86,0.0,0
2025-08-29 19:20:00,A1,32.84,46.22,0.2989,-33.1,429.1,35.91,0.0,0
2025-08-29 19:30:00,A1,31.35,44.09,0.2976,6.6,425.2,35.95,0.0,0
2025-08-29 19:40:00,A1,32.57,48.94,0.2969,36.5,430.2,35.98,0.0,0
2025-08-29 19:50:00,A1,31.87,44.96,0.296,-15.4,427.3,35.99,0.0,0
2025-08-29 20:00:00,A1,31.97,48.95,0.2947,-21.5,424.8,36.0,0.0,0
2025-08-29 20:10:00,A1,32.4,48.2,0.2941,-6.9,420.7,35.99,0.0,0
2025-08-29 20:20:00,A1,31.3,46.42,0.2927,35.4,427.8,35.98,0.0,0
2025-08-29 20:30:00,A1,32.18,51.65,0.2912,5.8,437.1,35.95,0.0,0
2025-08-29 20:40:00,A1,32.01,46.12,0.2888,-15.9,423.7,35.91,0.0,0
2025-08-29 20:50:00,A1,32.15,50.78,0.2874,14.5,429.3,35.86,0.0,0
2025-08-29 21:00:00,A1,31.97,51.39,0.287,-33.1,408.9,35.8,0.0,0
2025-08-29 21:10:00,A1,33.2,48.52,0.2848,20.4,420.0,35.72,0.0,0
2025-08-29 21:20:00,A1,31.26,53.14,0.2833,12.3,408.6,35.64,0.0,0
2025-08-29 21:30:00,A1,31.22,50.37,0.2825,-9.2,404.3,35.54,0.0,0
2025-08-29 21:40:00,A1,31.06,51.97,0.2803,-25.2,408.9,35.44,0.0,0
2025-08-29 21:50:00,A1,30.99,52.46,0.2975,-26.6,423.0,35.32,1.841,1
2025-08-29 22:00:00,A1,30.81,52.23,0.297,16.0,419.8,35.2,0.0,0
2025-08-29 22:10:00,A1,31.77,54.7,0.2954,36.9,412.9,35.06,0.0,0
2025-08-29 22:20:00,A1,31.77,55.25,0.2939,-19.1,397.5,34.91,0.0,0
2025-08-29 22:30:00,A1,30.42,50.76,0.2929,13.8,406.9,34.76,0.0,0
2025-08-29 22:40:00,A1,30.1,57.48,0.2921,-62.6,409.7,34.6,0.0,0
2025-08-29 22:50:00,A1,30.71,52.16,0.292,-17.5,407.6,34.42,0.0,0
2025-08-29 23:00:00,A1,29.91,58.18,0.2915,-0.9,390.2,34.24,0.0,0
2025-08-29 23:10:00,A1,30.43,59.01,0.2906,-27.3,396.8,34.05,0.0,0
2025-08-29 23:20:00,A1,29.98,55.21,0.2894,-28.1,402.3,33.86,0.0,0
2025-08-29 23:30:00,A1,28.74,57.22,0.29,-20.0,406.0,33.65,0.0,0
2025-08-29 23:40:00,A1,30.37,56.48,0.2893,8.8,383.1,33.44,0.0,0
2025-08-29 23:50:00,A1,30.3,58.92,0.288,-5.6,398.4,33.22,0.0,0
2025-08-30 00:00:00,A1,28.63,59.38,0.287,-67.1,399.9,33.0,0.0,0
2025-08-30 00:10:00,A1,28.54,62.21,0.2857,-63.6,404.7,32.77,0.0,0
2025-08-30 00:20:00,A1,28.71,63.93,0.2835,-18.2,402.6,32.54,0.0,0
2025-08-30 00:30:00,A1,28.5,64.75,0.2827,13.7,400.9,32.3,0.0,0
2025-08-30 00:40:00,A1,28.45,61.48,0.2828,-82.4,389.0,32.05,0.0,0
2025-08-30 00:50:00,A1,29.01,62.83,0.281,-15.0,379.4,31.8,0.0,0
2025-08-30 01:00:00,A1,27.45,60.52,0.2801,-15.8,390.9,31.55,0.0,0
2025-08-30 01:10:00,A1,26.82,62.9,0.2931,41.7,401.4,31.3,1.421,1
2025-08-30 01:20:00,A1,26.21,67.06,0.2925,-11.6,404.0,31.04,0.0,0
2025-08-30 01:30:00,A1,26.34,68.97,0.2912,11.5,398.0,30.78,0.0,0
2025-08-30 01:40:00,A1,26.5,63.87,0.2899,4.2,395.2,30.52,0.0,0
2025-08-30 01:50:00,A1,27.34,65.74,0.2897,-63.9,394.4,30.26,0.0,0
2025-08-30 02:00:00,A1,25.69,67.45,0.2895,23.0,386.6,30.0,0.0,0
2025-08-30 02:10:00,A1,25.87,68.62,0.2885,6.5,389.7,29.74,0.0,0
2025-08-30 02:20:00,A1,25.47,66.98,0.2883,15.2,403.8,29.48,0.0,0
2025-08-30 02:30:00,A1,25.93,69.98,0.2873,117.8,382.7,29.22,0.0,0
2025-08-30 02:40:00,A1,26.47,68.69,0.2863,-62.5,403.0,28.96,0.0,0
2025-08-30 02:50:00,A1,24.38,70.1,0.2855,51.7,387.5,28.7,0.0,0
2025-08-30 03:00:00,A1,24.15,71.7,0.2849,-8.6,400.6,28.45,0.0,0
2025-08-30 03:10:00,A1,24.82,71.07,0.2838,8.6,378.8,28.2,0.0,0
